"Title","Year","Source title","DOI","Link","Abstract","Author Keywords"
"Is Opioid Agonist Treatment Associated With Reduced Risk of Overall and Cause-Specific Mortality in Opioid-Dependent People?","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.07.119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113604528&doi=10.1016%2Fj.annemergmed.2021.07.119&partnerID=40&md5=ba5b6264bb309747d46dd7180ee4e490","[No abstract available]","Buprenorphine; Methadone; Buprenorphine; Methadone; Opiate Agonist; All Cause Mortality; Cardiovascular Mortality; Cause Of Death; Comorbidity; Drug Dependence Treatment; Editorial; Human; Meta Analysis (topic); Methadone Treatment; Mortality Rate; Opiate Addiction; Randomized Controlled Trial (topic); Risk Reduction; Systematic Review (topic)"
"Addressing Opioid Use Disorder in the Emergency Department: Should We Have a Metric of Success?","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.07.129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113146786&doi=10.1016%2Fj.annemergmed.2021.07.129&partnerID=40&md5=b2a7c1c10200e8bea6a8cab0ef6f7724","[No abstract available]","Buprenorphine; Naloxone; Opiate; Buprenorphine; Buprenorphine; Naloxone; Opiate; California Bridge; Cost Effectiveness Analysis; Drug Overdose; Early Intervention; Editorial; Emergency Ward; Funding; Health Program; Human; Key Performance Indicator; Mental Health Service; Opiate Addiction; Program Cost Effectiveness; Program Sustainability; Treatment Response; Hospital Emergency Service; Buprenorphine; Emergency Service, Hospital; Humans; Opioid-related Disorders"
"Video Laryngoscopy Is Associated With First-Pass Success in Emergency Department Intubations for Trauma Patients: A Propensity Score Matched Analysis of the National Emergency Airway Registry","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.07.115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112856745&doi=10.1016%2Fj.annemergmed.2021.07.115&partnerID=40&md5=0ce6b5bda488c2070cb860898d2c1fba","Study objective: We sought to (1) characterize emergency department (ED) intubations in trauma patients and estimate (2) first-pass success and (3) the association between patient and intubation characteristics and first-pass success. Methods: We performed a secondary analysis of a multicenter prospective observational cohort of ED intubations from the National Emergency Airway Registry (NEAR). Descriptive statistics were calculated for all patients who were intubated for trauma at 23 NEAR EDs between 2016 and 2018. We evaluated first-pass success in patients intubated by (1) emergency or pediatric emergency physicians, (2) using rapid sequence intubation or no medications, and (3) either direct laryngoscopy or video laryngoscopy. We used propensity score matching with a generalized linear mixed-effects model to estimate the associations between patient and intubation characteristics and first-pass success. Results: Of the 19,071 intubations in NEAR, 4,449 (23%) were for trauma, and nearly all (88%) had at least one difficult airway characteristic. Prevalence of first-pass success was 86.8% (95% confidence interval [CI]: 83.3% to 90.3%). Most patients were intubated with video laryngoscopy, and patients were more likely to be intubated on first-pass with video laryngoscopy as compared to direct laryngoscopy (90% versus 79%). After propensity score matching, video laryngoscopy remained associated with first-pass success (adjusted risk difference 11%, 95% CI: 8% to 14%; and OR 2.2, 95% CI: 1.6 to 2.9). Additionally, an initial impression of difficult airway, blood/vomit in the airway, and use of external laryngeal manipulation were all associated with decreased odds of first-pass success. Conclusion: Emergency physicians are successful at intubating patients in the setting of trauma, and video laryngoscopy is associated with twice the odds of first-pass success when compared to direct laryngoscopy. © 2021 Elsevier B.V., All rights reserved.","Etomidate; Ketamine; Rocuronium; Suxamethonium; Etomidate; Ketamine; Rocuronium; Suxamethonium; Adolescent; Adult; Aged; Blunt Trauma; Burn; Child; Cohort Analysis; Conference Paper; Controlled Study; Direct Laryngoscopy; Emergency Physician; Emergency Ward; Endotracheal Intubation; Female; Finger; Heart Arrest; Human; Hypotension; Hypoxemia; Injury; Major Clinical Study; Male; Multicenter Study; Observational Study; Pediatrician; Penetrating Trauma; Propensity Score; Prospective Study; Register; Respiration Control; Sedation; Sensitivity Analysis; Treatment Outcome; Videolaryngoscopy; Clinical Trial; Hospital Emergency Service; Infant; Laryngoscope; Laryngoscopy; Middle Aged; Newborn; Preschool Child; Procedures; Very Elderly; Videorecording; Young Adult; Adolescent; Adult; Aged; Aged, 80 And Over; Child; Child, Preschool; Emergency Service, Hospital; Female; Humans; Infant; Infant, Newborn; Intubation, Intratracheal; Laryngoscopes; Laryngoscopy; Male; Middle Aged; Propensity Score; Prospective Studies; Rapid Sequence Induction And Intubation; Registries; Video Recording; Young Adult"
"Implementation of Oral and Extended-Release Naltrexone for the Treatment of Emergency Department Patients With Moderate to Severe Alcohol Use Disorder: Feasibility and Initial Outcomes","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111838359&doi=10.1016%2Fj.annemergmed.2021.05.013&partnerID=40&md5=f706726189c04d6b1373edb6b7f74256","Study objective: Despite evidence supporting naltrexone as an effective treatment for alcohol use disorder, its use in emergency department (ED) patients has not been described. We implemented a protocol that combined substance use navigation with either oral naltrexone or extended-release intramuscular naltrexone for patients with alcohol use disorder as a strategy to improve follow-up in addiction treatment after ED discharge. Methods: In this descriptive study, we analyzed the results from adult patients discharged from the ED with moderate to severe alcohol use disorder who received either oral naltrexone or extended-release intramuscular naltrexone between May 1, 2020, and October 31, 2020, and assessed their engagement in formal addiction treatment within 30 days after discharge from the ED. Results: Among 59 patients with moderate to severe alcohol use disorder who accepted naltrexone treatment, 41 received oral naltrexone and 18 received extended-release intramuscular naltrexone. The mean (SD) age of the patients was 45.2 (13.4) years; 22 patients (37.3%) were Latinx, 18 (30.5%) were Black, and 16 (27.1%) were White. Among all patients, 9 (15.3%) attended follow-up formal addiction treatment within 30 days after discharge; 5 patients (27.8%) who received extended-release intramuscular naltrexone and 4 patients (9.8%) who received oral naltrexone attended follow-up treatment within 30 days. Conclusion: We implemented a clinical protocol for ED patients with moderate to severe alcohol use disorder using oral naltrexone and extended-release intramuscular naltrexone together with substance use navigation. Identification of alcohol use disorder, a brief intervention, and initiation of naltrexone resulted in a 15% follow-up rate in formal addiction treatment. Future work should prospectively examine the effectiveness of naltrexone as well as the effect of substance use navigation for ED patients with alcohol use disorder. © 2021 Elsevier B.V., All rights reserved.","Acamprosate; Gabapentin; Naltrexone; Alcohol Deterrents; Delayed-action Preparations; Naltrexone; Narcotic Antagonists; Acamprosate; Benzodiazepine Derivative; Gabapentin; Naltrexone; Drugs Used In The Treatment Of Addiction; Narcotic Antagonist; Adult; Alcoholism; Article; Clinician; Cohort Analysis; Controlled Study; Disease Severity; Dsm-5; Electronic Health Record; Emergency Ward; Feasibility Study; Female; Follow Up; Hepatitis; Hospital Admission; Hospital Discharge; Hospitalization; Human; Injection Site Reaction; Interrater Reliability; Major Clinical Study; Male; Observational Study; Outcome Assessment; Practice Guideline; Race Difference; Substance Use; Sustained Drug Release; Treatment Outcome; Administration And Dosage; Adolescent; Adverse Event; California; Comparative Study; Delayed Release Formulation; Drinking Behavior; Emergency Treatment; Hospital Emergency Service; Middle Aged; Young Adult; Adolescent; Adult; Alcohol Deterrents; Alcohol Drinking; Alcoholism; Delayed-action Preparations; Emergency Service, Hospital; Emergency Treatment; Female; Humans; Male; Middle Aged; Naltrexone; Narcotic Antagonists; Young Adult"
"Rapid Agitation Control With Ketamine in the Emergency Department: A Blinded, Randomized Controlled Trial","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111831705&doi=10.1016%2Fj.annemergmed.2021.05.023&partnerID=40&md5=ca91825a45f096c43f05978ab416f06a","Study objective: We hypothesized that the use of intramuscular ketamine would result in a clinically relevant shorter time to target sedation. Methods: We conducted a randomized clinical trial comparing the rapidity of onset, level of sedation, and adverse effect profile of ketamine compared to a combination of midazolam and haloperidol for behavioral control of emergency department patients with severe psychomotor agitation. We included patients with severe psychomotor agitation measured by a Richmond Agitation Score (RASS) ≥+3. Patients in the ketamine group were treated with a 5 mg/kg intramuscular injection. Patients in the midazolam and haloperidol group were treated with a single intramuscular injection of 5 mg midazolam and 5 mg haloperidol. The primary outcome was the time, in minutes, from study medication administration to adequate sedation, defined as RASS ≤-1. Secondary outcomes included the need for rescue medications and serious adverse events. Results: Between June 30, 2018, and March 13, 2020, we screened 308 patients and enrolled 80. The median time to sedation was 14.7 minutes for midazolam and haloperidol versus 5.8 minutes for ketamine (difference 8.8 minutes [95% confidence interval (CI) 3.0 to 14.5]). Adjusted Cox proportional model analysis favored the ketamine arm (hazard ratio 2.43, 95% CI 1.43 to 4.12). Five (12.5%) patients in the ketamine arm and 2 (5.0%) patients in the midazolam and haloperidol arm experienced serious adverse events (difference 7.5% [95% CI -4.8% to 19.8%]). Conclusion: In ED patients with severe agitation, intramuscular ketamine provided significantly shorter time to adequate sedation than a combination of intramuscular midazolam and haloperidol. © 2021 Elsevier B.V., All rights reserved.","Haloperidol; Ketamine; Midazolam; Anesthetics, Dissociative; Haloperidol; Hypnotics And Sedatives; Ketamine; Midazolam; Haloperidol; Ketamine; Midazolam; Anesthetic Agent; Hypnotic Sedative Agent; Adult; Apnea; Article; Drug Safety; Dystonia; Emergency Ward; Female; Human; Larynx Spasm; Major Clinical Study; Male; Oxygen Therapy; Randomized Controlled Trial; Restlessness; Richmond Agitation Sedation Scale; Sedation; Side Effect; Single Blind Procedure; Canada; Controlled Study; Intramuscular Drug Administration; Middle Aged; Adult; Anesthetics, Dissociative; Female; Haloperidol; Humans; Hypnotics And Sedatives; Injections, Intramuscular; Ketamine; Male; Midazolam; Middle Aged; Psychomotor Agitation"
"The Emergency Medicine Physician Workforce: Projections for 2030","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111814907&doi=10.1016%2Fj.annemergmed.2021.05.029&partnerID=40&md5=81ddb31e65105a5d5fb974afde7bb56b","Study objective: The goals of this study were to determine the current and projected supply in 2030 of contributors to emergency care, including emergency residency-trained and board-certified physicians, other physicians, nurse practitioners, and physician assistants. In addition, this study was designed to determine the current and projected demand for residency-trained, board-certified emergency physicians. Methods: To forecast future workforce supply and demand, sources of existing data were used, assumptions based on past and potential future trends were determined, and a sensitivity analysis was conducted to determine how the final forecast would be subject to variance in the baseline inputs and assumptions. Methods included: (1) estimates of the baseline workforce supply of physicians, nurse practitioners, and physician assistants; (2) estimates of future changes in the raw numbers of persons entering and leaving that workforce; (3) estimates of the productivity of the workforce; and (4) estimates of the demand for emergency care services. The methodology assumes supply equals demand in the base year and estimates the change between the base year and 2030; it then compares supply and demand in 2030 under different scenarios. Results: The task force consensus was that the most likely future scenario is described by: 2% annual graduate medical education growth, 3% annual emergency physician attrition, 20% encounters seen by a nurse practitioner or physician assistant, and 11% increase in emergency department visits relative to 2018. This scenario would result in a surplus of 7,845 emergency physicians in 2030. Conclusion: The specialty of emergency medicine is facing the likely oversupply of emergency physicians in 2030. The factors leading to this include the increasing supply of and changing demand for emergency physicians. An organized, collective approach to a balanced workforce by the specialty of emergency medicine is imperative. © 2021 Elsevier B.V., All rights reserved.","Adult; Article; Consensus; Controlled Study; Doctor Nurse Relation; Emergency Physician; Emergency Ward; Female; Human; Human Experiment; Male; Medical Education; Nurse Practitioner; Physician Assistant; Productivity; Sensitivity Analysis; Workforce; Education; Emergency Health Service; Emergency Medicine; Health Service; Physician; Education, Medical, Graduate; Emergency Medical Services; Emergency Medicine; Health Services Needs And Demand; Health Workforce; Humans; Physicians"
"Rapid Adoption of Low-Threshold Buprenorphine Treatment at California Emergency Departments Participating in the CA Bridge Program","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111804613&doi=10.1016%2Fj.annemergmed.2021.05.024&partnerID=40&md5=4ffd14e08df1dec4595f0cf625c4730a","Study objective: We retrospectively evaluated the implementation of low-threshold emergency department (ED) buprenorphine treatment at 52 hospitals participating in the CA Bridge Program using the RE-AIM (reach, effectiveness, adoption, implementation, maintenance) framework. Methods: The CA Bridge model included low-threshold buprenorphine, connection to outpatient care, and harm reduction. Implementation began in March 2019. Participating hospitals reported aggregated clinical data monthly after program initiation. Outcomes included identification of opioid use disorder, buprenorphine administration, and linkage to outpatient addiction treatment. Multivariable models assessed associations between hospital location (rural versus urban) and teaching status (clinical teaching hospital versus community hospital) and outcomes in adopting the CA Bridge Program. Results: Reach: A diverse and geographically distributed group of 52 California hospitals were enrolled in 2 phases (March and August 2019); 12 (23%) were rural and 13 (25%) were teaching hospitals. Effectiveness: Over a 14-month implementation period, 12,009 opioid use disorder patient encounters were identified, including 7,179 (59.7%) where buprenorphine was administered and 4,818 (40.1%) where follow-up visits were attended. Adoption: In multivariable analysis, adoption did not differ significantly between rural and urban or teaching and nonteaching hospitals. Implementation: By program completion, all 52 (100%) hospitals treated opioid use disorder with buprenorphine; 45 (86.5%) administered buprenorphine after naloxone reversal; 41 (84.6%) offered buprenorphine for inpatients; 48 (92.3%) initiated buprenorphine in pregnant women; and 29 (55.8%) offered take-home naloxone. Maintenance: At 8-month follow-up, all 52 sites reported continued buprenorphine treatment. Conclusion: Low-threshold ED buprenorphine treatment implemented with a harm reduction approach and active navigation to outpatient addiction treatment was successful in achieving buprenorphine treatment for opioid use disorder in diverse California communities. © 2021 Elsevier B.V., All rights reserved.","Buprenorphine; Naloxone; Buprenorphine; Narcotic Antagonists; Buprenorphine; Naloxone; Narcotic Antagonist; Addiction; Adolescent; Adult; Article; California; Child; Clinical Study; Controlled Study; Coronavirus Disease 2019; Emergency Health Service; Emergency Ward; Female; Follow Up; Funding; Harm Reduction; Human; Infant; Maintenance Therapy; Major Clinical Study; Male; Medicaid; Medicare; Opiate Addiction; Outpatient Care; Practice Guideline; Pregnant Woman; Retrospective Study; Rural Area; Stay-at-home Order; Substance Use; Teaching Hospital; Urban Area; Hospital Emergency Service; Opiate Substitution Treatment; Pregnancy; Adult; Buprenorphine; Emergency Service, Hospital; Female; Hospitals, Teaching; Humans; Narcotic Antagonists; Opiate Substitution Treatment; Opioid-related Disorders; Pregnancy; Retrospective Studies"
"Policed Patients: How the Presence of Law Enforcement in the Emergency Department Impacts Medical Care","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111514604&doi=10.1016%2Fj.annemergmed.2021.04.039&partnerID=40&md5=f3bf835caaf4af782754991352468055","Study objective: We sought to examine how physicians understand the role of law enforcement in the emergency department (ED) and to identify how the presence of law enforcement officers may impact the delivery of emergency medical care. Methods: In this qualitative study, we conducted semistructured interviews with 20 emergency physicians practicing in county EDs across 3 health care systems in Northern California between November 2017 and September 2018. Participants were recruited using snowball sampling and included 10 board-certified physicians and 10 resident physicians. We analyzed the interview content using grounded theory, where concepts from interview data were coded, grouped by theme, and compared over consecutive interviews to identify recurrent themes. Results: Participants reported interacting frequently with law enforcement officers while treating patients. Most participants characterized their experiences with law enforcement as “mixed” or “variable.” Positive interactions with officers, who were described as helpful and collegial, contrasted with instances in which respondents felt police presence led to interruptions in treatment, breaches in health privacy, and potentially diminished patient trust. Participants reported that, at times, the authority of officers in the ED felt unclear and ill-defined, leading to contentious interactions between officers and health care personnel. Conclusion: Lack of clear definition of the role of law enforcement officers in the ED may lead to contentious interactions with emergency physicians. Further research on the medical impacts of police presence in health care settings and on best practices for mitigating negative impacts is needed. © 2021 Elsevier B.V., All rights reserved.","Adult; Article; California; Controlled Study; Emergency Physician; Emergency Ward; Grounded Theory; Health Care System; Human; Human Tissue; Law Enforcement; Police; Privacy; Qualitative Research; Resident; Semi Structured Interview; Trust; Aged; Doctor Patient Relationship; Emergency Treatment; Ethics; Hospital Emergency Service; Interview; Male; Middle Aged; Patient Care; Physician; Psychology; Questionnaire; Adult; Aged; Emergency Service, Hospital; Emergency Treatment; Humans; Interviews As Topic; Law Enforcement; Male; Middle Aged; Patient Care; Physician-patient Relations; Physicians; Police; Qualitative Research; Surveys And Questionnaires"
"Comparison of Nebulized Ketamine at Three Different Dosing Regimens for Treating Painful Conditions in the Emergency Department: A Prospective, Randomized, Double-Blind Clinical Trial","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109108615&doi=10.1016%2Fj.annemergmed.2021.04.031&partnerID=40&md5=a4dea9367434a1f62aadfd0b3c55522e","Study objective: We aimed to assess and compare the analgesic efficacies and adverse effects of ketamine administered through a breath-actuated nebulizer at 3 different dosing regimens for emergency department patients presenting with acute and chronic painful conditions. Methods: This was a prospective, randomized, double-blinded trial comparing 3 doses of nebulized ketamine (0.75 mg/kg, 1 mg/kg, and 1.5 mg/kg) administered through breath-actuated nebulizer in adult emergency department patients aged 18 years and older with moderate to severe acute and chronic pain. The primary outcome included the difference in pain scores on an 11-point numeric rating scale between all 3 groups at 30 minutes. Secondary outcomes included the need for rescue analgesia (additional doses of nebulized ketamine or intravenous morphine) and adverse events in each group at 30 and 60 minutes. Results: We enrolled 120 subjects (40 per group). The difference in mean pain scores at 30 minutes between the 0.75 mg/kg and 1 mg/kg groups was 0.25 (95% confidence interval [CI] 1.28 to 1.78); between the 1 mg/kg and 1.5 mg/kg groups was −0.225 (95% CI −1.76 to 1.31); and between the 0.75 mg/kg and 1.5 mg/kg groups was 0.025 (95% CI −1.51 to 1.56). No clinically concerning changes in vital signs occurred. No serious adverse events occurred in any of the groups. Conclusion: We found no difference between all 3 doses of ketamine administered through breath-actuated nebulizer for short-term treatment of moderate to severe pain in the emergency department. © 2021 Elsevier B.V., All rights reserved.","Ketamine; Morphine; Analgesics; Ketamine; Ketamine; Morphine; Analgesic Agent; Abdominal Pain; Adult; Adverse Drug Reaction; Article; Chronic Pain; Clinical Outcome; Controlled Study; Disease Severity; Dizziness; Double Blind Procedure; Drug Delivery System; Drug Dose Comparison; Drug Efficacy; Emergency Ward; Fatigue; Female; Flank Pain; Genitourinary Pain; Headache; Human; Major Clinical Study; Male; Middle Aged; Musculoskeletal Nontraumatic Pain; Musculoskeletal Pain; Musculoskeletal Traumatic Pain; Nebulization; Numeric Rating Scale; Pain; Prospective Study; Randomized Controlled Trial; Rating Scale; Residual Volume; Richmond Agitation Sedation Scale; Sciatica; Side Effect Rating Scale For Dissociative Anesthetics; Soft Tissue Pain; Teaching Hospital; Vital Sign; Aged; Analgesia; Hospital Emergency Service; Intravenous Drug Administration; Procedures; Treatment Outcome; Young Adult; Acute Pain; Administration, Intravenous; Adult; Aged; Analgesics; Double-blind Method; Emergency Service, Hospital; Humans; Ketamine; Male; Middle Aged; Pain Management; Prospective Studies; Treatment Outcome; Young Adult"
"Engagement of the Median Glossoepiglottic Fold and Laryngeal View During Emergency Department Intubation","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109096314&doi=10.1016%2Fj.annemergmed.2021.04.024&partnerID=40&md5=c354fe80094d6647825bd68ae5fb8598","Study objective: When using a standard geometry laryngoscope, experts recommend engaging the hyoepiglottic ligament—a ligament deep to the vallecula not visible to the intubator. The median glossoepiglottic fold (hereafter termed midline vallecular fold) is a superficial mucosal structure, visible to the intubator, that lies in the midline of the vallecula. We aimed to determine whether engaging the midline vallecular fold with a standard geometry blade tip during orotracheal intubation improved laryngeal visualization. Methods: We reviewed laryngoscopic videos from intubations by emergency physicians using standard geometry video laryngoscopes over a 2-year period. Two reviewers watched each video and recorded whether the blade tip engaged the midline vallecular fold (obscured the fold with the blade tip) and the best modified Cormack-Lehane grade and percent of glottic opening obtained. We compared laryngeal views in the presence and absence of fold engagement. Results: We analyzed 183 discrete laryngoscopic episodes, including 113 instances in which the midline vallecular fold was engaged and 70 instances in which the fold was not engaged. The proportion with a Cormack-Lehane grade 1 or 2a was higher with fold engagement (96%) than without (87%) (absolute difference 9% [95% confidence interval (CI) 1 to 18%]). Ordinal logistic regression demonstrated that midline vallecular fold engagement was associated with a more favorable Cormack-Lehane grade (odds ratio 2.1 [95% CI 1.1 to 4.2]). The median percent of glottic opening score was 95% (interquartile range 90 to 100%) with fold engagement and 95% (65 to 100%) without engagement (median difference 0% [95% CI 0 to 5%]). Conclusion: Engaging the midline vallecular fold with the laryngoscope blade tip during orotracheal intubation when using a standard geometry blade was associated with improved laryngeal visualization. © 2021 Elsevier B.V., All rights reserved.","C-mac; Article; Controlled Study; Emergency Care; Emergency Physician; Emergency Ward; Endotracheal Intubation; Epiglottis; Human; Larynx; Major Clinical Study; Retrospective Study; Tongue; Videolaryngoscopy; Videorecording; Diagnostic Imaging; Emergency Health Service; Hospital Emergency Service; Laryngoscope; Laryngoscopy; Patient Safety; Procedures; Emergency Medical Services; Emergency Service, Hospital; Humans; Intubation, Intratracheal; Laryngoscopes; Laryngoscopy; Larynx; Patient Safety; Retrospective Studies; Video Recording"
"Man with Stones Emerging from Abdomen","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117197734&doi=10.1016%2Fj.annemergmed.2021.05.016&partnerID=40&md5=ea726fd8aaf6ca14df7f12c19e4ffa47","[No abstract available]","Aminotransferase; Bilirubin; Aminotransferase; Bilirubin; Abdominal Pressure; Abdominal Swelling; Abdominal Wall; Adult; Case Report; Cholecystitis; Cholecystocutaneous Fistula; Cholecystostomy; Cholelithiasis; Clinical Article; Clinical Outcome; Computer Assisted Tomography; Emergency Ward; Erythema; Excision; Fistula; Gallstone; Human; Laparoscopic Cholecystectomy; Leukocyte Count; Male; Medical History; Middle Aged; Pelvis; Percutaneous Drainage; Physical Examination; Rare Disease; Scar; Short Survey; Skin Redness; Upper Abdominal Pain; Abdomen; Bile Duct Fistula; Cholecystectomy; Complication; Diagnostic Imaging; Procedures; Skin Fistula; X-ray Computed Tomography; Abdomen; Biliary Fistula; Cholecystectomy; Cholelithiasis; Cutaneous Fistula; Humans; Male; Middle Aged; Tomography, X-ray Computed"
"Policy Statements Approved June 2021","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.08.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117168592&doi=10.1016%2Fj.annemergmed.2021.08.010&partnerID=40&md5=18cc602f58a9ce2f71ff9c439e9e0d19","[No abstract available]","Editorial; Emergency Medicine; Health Care Policy; Health Service; Human; Motor Vehicle; Practice Guideline; Residency Education; Undergraduate Education; Vehicle Safety; Workforce"
"Dear White People in Emergency Medicine","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117156283&doi=10.1016%2Fj.annemergmed.2021.08.004&partnerID=40&md5=cc3afccec419e8ecda572b14e8351f1c","We, emergency physicians of color, are not okay. We are living and working through a pandemic that has disproportionately affected our communities and a year in which we cannot escape our lived experiences of police brutality. We see you, dear White people in emergency medicine, and are glad you want to support us. However, let us guide you in supporting our cause. © 2021 Elsevier B.V., All rights reserved.","Clinical Practice; Coronavirus Disease 2019; Cultural Factor; Editorial; Emergency Medicine; Gun Violence; Health Equity; Human; Medical Education; Organizational Restructuring; Police; Racism; Shift Schedule; Strategic Planning; African American; Caucasian; Epidemiology; Organizational Culture; Pandemic; Physician; Psychology; United States; Violence; African Americans; Covid-19; Emergency Medicine; European Continental Ancestry Group; Humans; Organizational Culture; Pandemics; Physicians; Racism; Sars-cov-2; Violence"
"A Man With Acute Back Pain","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117151384&doi=10.1016%2Fj.annemergmed.2021.04.016&partnerID=40&md5=921b15589076f4bb2c655779bcfab120","[No abstract available]","Abnormal Respiratory Sound; Adult; Aneurysm; Arteriovenous Malformation; Backache; Bleeding; Blood Pressure; Breathing Rate; Case Report; Clinical Article; Color Doppler Flowmetry; Echography; Hematocrit; Hematothorax; Histopathology; Human; Human Tissue; Hypertension; Male; Middle Aged; Oxygen Saturation; Physical Examination; Pleura Cavity; Pulmonary Arteriovenous Fistula; Pulse Rate; Short Survey; Thoracic Cavity; Video Assisted Thoracoscopic Surgery; Wedge Resection; X-ray Computed Tomography; Acute Disease; Diagnostic Imaging; Differential Diagnosis; Point Of Care Testing; Pulmonary Artery; Pulmonary Vein; Acute Disease; Arteriovenous Malformations; Back Pain; Diagnosis, Differential; Hemothorax; Humans; Male; Middle Aged; Point-of-care Testing; Pulmonary Artery; Pulmonary Veins; Tomography, X-ray Computed; Ultrasonography"
"A Woman with Acute Right Upper Abdominal Pain","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117139675&doi=10.1016%2Fj.annemergmed.2021.05.005&partnerID=40&md5=7d5df7f0a637e40fe599e259f2e54587","[No abstract available]","Bilirubin; C Reactive Protein; Bilirubin; C Reactive Protein; Abdominal Radiography; Adverse Device Effect; Aged; Biliary Tract Drainage; Bilirubin Blood Level; Case Report; Clinical Article; Common Bile Duct Obstruction; Common Bile Duct Stone; Computer Assisted Tomography; Device Migration; Device Removal; Duodenum Perforation; Emergency Ward; Endoscopic Retrograde Cholangiopancreatography; Endoscopic Surgery; Female; Human; Kidney Injury; Kidney Parenchyma Penetration; Laboratory Test; Leukocyte Count; Medical History; Physical Examination; Point Of Care Ultrasound; Short Survey; Upper Abdominal Pain; Abdominal Pain; Diagnostic Imaging; Differential Diagnosis; Duodenum; Echography; Foreign Body; Injury; Intestine Perforation; Point Of Care Testing; Stent; Very Elderly; X-ray Computed Tomography; Abdominal Pain; Aged, 80 And Over; Diagnosis, Differential; Duodenum; Female; Foreign-body Migration; Humans; Intestinal Perforation; Point-of-care Testing; Stents; Tomography, X-ray Computed; Ultrasonography"
